case;group;in_geraete_anzahl;in_geraete_kompetenz;in_minuten;in_adoption;ki_einstellung_arbeit;ki_einstellung_sozial;ki_einstellung_individuell;ki_einstellung_bildung;ki_einstellung_entscheidungen;ki_profit;ki_gehoert;ki_quelle_massenmedien;ki_quelle_internet;ki_quelle_arbeit;ki_quelle_privat;ki_beispiele;ki_anwendungen_bild;ki_anwendungen_video;ki_anwendungen_text;ki_anwendungen_musik;ki_anwendungen_uebersetzung;ki_anwendungen_transkription;ki_anwendungen_beschreibung;ki_anwendungen_vorlesen;ki_anwendungen_empfehlung;ki_anwendungen_konversation;ki_anwendungen_navigation;cg_kennen;cg_erinnern;cg_erinnern_wochen;cg_erinnern_quelle;cg_nutzen;cg_nutzen_wochen;cg_nutzen_allein;cg_nutzen_gezeigt;cg_nutzen_eindruck;cg_nutzen_privat;cg_nutzen_beruflich;cg_nutzen_aktivitaeten;cg_gesprochen_privat;cg_gesprochen_beruflich;cg_adoption_advantage_01;cg_adoption_advantage_02;cg_adoption_advantage_03;cg_adoption_advantage_04;cg_adoption_fearofuse_01;cg_adoption_fearofuse_02;cg_adoption_fearofuse_03;cg_adoption_fearofuse_04;cg_adoption_social_01;cg_adoption_social_02;cg_adoption_social_03;cg_adoption_social_04;cg_adoption_easeofuse_01;cg_adoption_easeofuse_02;cg_adoption_easeofuse_03;cg_adoption_easeofuse_04;cg_adoption_evaluation_01;cg_adoption_evaluation_02;cg_adoption_evaluation_03;cg_adoption_evaluation_04;sd_geschlecht;sd_geburtsjahr;sd_alter;sd_abschluss;sd_ausbildung;sd_ausbildung_keine;sd_ausbildung_lehre;sd_ausbildung_meisterin;sd_ausbildung_studium;sd_ausbildung_promotion;sd_bereich;sd_haushalt;q_anmerkungen;q_started;q_time;q_completed
364;4 Nutzung ChatGPT;5;5;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;4;eher nicht profitieren;ja;3;4;5;4;chat GPT;1;2;2;1;3;2;1;2;3;3;4;ja;nein;NA;NA;ja, aber erst später;0;privat mit anderen;von anderen gezeigt;eher überzeugend;1;1;nichts;3;1;4;3;4;4;4;3;-1;3;1;1;2;1;5;-1;5;5;4;4;4;4;männlich;1956;67;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;nein;2023-04-24T14:50:31Z;386;TRUE
365;1 Unkenntnis KI;3;3;50;Ich probiere neue Angebote eher schnell aus.;4;2;4;3;4;eher profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1972;51;(Fach-) Abitur;1;1;1;2;1;1;In einem anderen Bereich.;1;Nein;2023-04-24T14:51:45Z;83;TRUE
366;3 Nichtnutzung ChatGPT;3;1;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;1;1;1;4;eher nicht profitieren;ja;2;4;5;5;ChatGP;2;2;2;2;3;2;1;3;3;2;3;ja;ja;3;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;1;5;5;1;5;1;1;-1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1986;37;(Fach-) Abitur;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-24T14:51:46Z;476;TRUE
368;3 Nichtnutzung ChatGPT;3;0;60;Ich probiere neue Angebote eher schnell aus.;2;1;1;1;3;sicher nicht profitieren;ja;5;5;5;5;NA;1;1;2;2;2;2;2;2;2;2;2;ja;ja;3;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;-1;5;1;-1;5;1;1;-1;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;(Fach-) Abitur;1;1;1;1;2;1;Handel, Finanzen, Verwaltung;3;NA;2023-04-24T14:52:18Z;221;TRUE
369;4 Nutzung ChatGPT;5;5;60;Ich probiere neue Angebote eher schnell aus.;4;1;3;2;4;eher profitieren;ja;2;2;3;3;Chat gtp;2;1;3;2;3;4;2;3;1;3;3;ja;ja;12;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;12;allein;selbst ausprobiert;[NA] nicht beantwortet;3;1;Texte schreiben, und informationen schnell zusammenfassen lassen;3;1;4;2;4;3;2;2;2;2;2;2;1;1;5;3;4;4;5;4;4;4;männlich;2004;19;10. Klasse;1;2;1;1;1;1;Ich befinde mich noch in einer Ausbildung.;4;NA;2023-04-24T14:53:12Z;527;TRUE
370;1 Unkenntnis KI;4;4;200;Ich probiere neue Angebote eher schnell aus.;4;1;3;4;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1986;37;(Fach-) Abitur;1;1;1;2;1;1;Schule, Bildung, Wissenschaft;2;Interessant;2023-04-24T14:53:16Z;246;TRUE
371;3 Nichtnutzung ChatGPT;3;1;39;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;1;2;2;3;2;sicher nicht profitieren;ja;5;5;5;5;ChatGBT;1;1;1;1;1;1;1;1;1;1;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;1;1;-1;5;5;5;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1969;54;(Fach-) Abitur;1;1;1;1;2;1;Verarbeitung, Produktion, Technik;2;keine;2023-04-24T14:53:59Z;453;TRUE
372;3 Nichtnutzung ChatGPT;3;2;5;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;2;3;4;2;eher nicht profitieren;ja;4;3;5;4;Chat GPT;1;-1;2;2;4;2;1;2;3;4;3;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;2;-1;-1;4;-1;3;-1;1;1;1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1987;36;(Fach-) Abitur;1;1;2;1;1;1;Schule, Bildung, Wissenschaft;1;NA;2023-04-24T14:54:05Z;313;TRUE
373;4 Nutzung ChatGPT;2;2;5;Ich probiere neue Angebote eher schnell aus.;5;2;3;3;4;eher profitieren;ja;3;3;4;3;chatgpt;2;2;3;1;3;3;2;2;1;1;3;ja;ja;4;aus Internetforen und Plattformen;ja, aber erst später;3;allein;selbst ausprobiert;eher enttäuschend;2;2;herumspielen und ausprobieren;2;1;3;4;4;4;2;3;5;3;3;2;3;3;4;3;4;2;2;3;4;3;männlich;1980;43;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;3;NA;2023-04-24T14:54:19Z;326;TRUE
374;3 Nichtnutzung ChatGPT;4;4;120;Ich probiere neue Angebote eher schnell aus.;4;3;3;2;3;eher profitieren;ja;3;3;5;3;Chat gbt;2;2;2;2;2;2;2;2;2;2;2;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;-1;4;5;4;-1;2;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1956;67;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-24T14:54:27Z;375;TRUE
376;1 Unkenntnis KI;2;2;15;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;4;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;10. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;1;NA;2023-04-24T14:55:06Z;229;TRUE
377;3 Nichtnutzung ChatGPT;9;9;360;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;1;4;3;2;eher nicht profitieren;ja;2;4;5;3;ChatGPT;-1;1;2;2;3;1;1;3;3;4;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1962;61;(Fach-) Abitur;1;2;1;1;1;1;IT, Informatik, EDV;3;NA;2023-04-24T14:55:17Z;278;TRUE
378;3 Nichtnutzung ChatGPT;3;3;60;Ich probiere neue Angebote eher schnell aus.;3;2;2;4;4;eher nicht profitieren;ja;1;1;2;3;ChatGPT;2;1;2;1;4;4;1;4;2;4;4;ja;ja;6;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;2;3;-1;4;2;3;3;1;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1968;55;10. Klasse;1;2;1;1;1;1;In einem anderen Bereich.;1;NA;2023-04-24T14:55:30Z;391;TRUE
380;1 Unkenntnis KI;3;3;45;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1965;58;(Fach-) Abitur;1;1;1;2;1;1;Handel, Finanzen, Verwaltung;2;NA;2023-04-24T14:55:38Z;98;TRUE
381;4 Nutzung ChatGPT;4;4;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;1;1;1;1;eher profitieren;ja;4;-9;-9;-9;Chat GPt;1;1;3;-9;1;1;1;1;1;1;1;ja;ja;NA;von Personen im privaten Umfeld;ja, direkt nachdem ich davon gehört hatte;8;allein;selbst ausprobiert;sehr überzeugend;3;1;Nur ausprobieren und testen was so geht.;3;1;5;1;5;5;4;-1;4;4;2;3;1;3;4;-1;4;4;4;4;4;5;männlich;1956;67;9. Klasse;1;1;2;1;1;1;Hausarbeit;1;NA;2023-04-24T14:55:39Z;460;TRUE
382;3 Nichtnutzung ChatGPT;3;2;120;Ich probiere neue Angebote sofort aus.;5;2;4;3;3;eher profitieren;ja;-9;-9;-9;-9;"Sprachassistenz;Smart home;Navigation";2;3;3;1;4;3;3;1;2;3;4;ja;ja;2;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;5;5;5;-1;3;-1;2;2;1;4;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1993;30;(Fach-) Abitur;1;1;2;1;1;1;In einem anderen Bereich.;6;Nein;2023-04-24T14:55:51Z;354;TRUE
383;3 Nichtnutzung ChatGPT;3;3;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;3;3;3;eher profitieren;ja;3;3;4;3;gpi;2;2;2;2;2;2;2;2;2;2;2;ja;ja;12;von Personen im privaten Umfeld;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1979;44;(Fach-) Abitur;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;1;nein;2023-04-24T14:56:19Z;257;TRUE
385;2 Unkenntnis ChatGPT;4;3;90;Ich probiere neue Angebote eher schnell aus.;3;1;2;1;1;eher nicht profitieren;ja;4;4;4;4;NA;1;1;2;1;4;3;2;2;2;3;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1998;25;(Fach-) Abitur;1;1;1;1;2;1;Soziales, Pflege, Medizin;3;NA;2023-04-24T14:57:07Z;182;TRUE
386;1 Unkenntnis KI;2;1;100;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;2;2;2;2;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1980;43;(Fach-) Abitur;1;1;1;1;1;2;Soziales, Pflege, Medizin;2;nein;2023-04-24T14:58:00Z;126;TRUE
389;2 Unkenntnis ChatGPT;20;20;60;Ich probiere neue Angebote eher schnell aus.;4;3;4;4;4;eher profitieren;ja;4;2;4;4;NA;3;3;4;2;3;2;3;3;4;4;4;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1978;45;10. Klasse;2;1;2;2;1;1;Gastronomie, Freizeit, Kultur;2;NA;2023-04-24T14:58:20Z;245;TRUE
390;3 Nichtnutzung ChatGPT;15;15;25;Ich probiere neue Angebote eher schnell aus.;4;2;4;2;4;eher profitieren;ja;3;4;5;4;Chat GP<br>Alexa;2;1;2;1;4;1;1;1;1;3;3;ja;ja;10;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;4;3;-1;4;-1;4;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1985;38;(Fach-) Abitur;1;1;1;1;2;1;Hausarbeit;2;NA;2023-04-24T15:00:00Z;317;TRUE
391;1 Unkenntnis KI;5;5;100;Ich probiere neue Angebote sofort aus.;4;3;1;1;4;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1993;30;(Fach-) Abitur;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;1;NA;2023-04-24T15:00:16Z;239;TRUE
392;3 Nichtnutzung ChatGPT;3;2;120;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;4;eher nicht profitieren;ja;2;2;4;4;NA;2;2;2;1;3;2;2;2;2;3;4;ja;ja;4;aus Internetforen und Plattformen;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1972;51;10. Klasse;1;1;2;1;1;1;Soziales, Pflege, Medizin;3;NA;2023-04-24T15:00:20Z;382;TRUE
393;4 Nutzung ChatGPT;4;3;10;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;4;5;5;2;sicher profitieren;ja;2;4;4;3;Dall-e, openAI;3;1;3;1;4;4;2;2;1;4;2;ja;ja;4;aus Massenmedien (online oder offline);ja, aber erst später;2;mit anderen im Arbeitskontext;selbst ausprobiert;[NA] nicht beantwortet;1;3;Für gebündelte Informationen bei einer Suche;1;3;5;3;5;5;2;-1;-1;4;5;5;1;3;4;3;2;4;4;3;4;4;männlich;2000;23;(Fach-) Abitur;1;1;2;1;1;1;Ernährung, Landwirtschaft;5;Nein;2023-04-24T15:00:24Z;638;TRUE
395;3 Nichtnutzung ChatGPT;6;6;60;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;4;eher profitieren;ja;2;2;5;5;PLS;1;2;2;1;3;1;1;2;1;3;3;ja;ja;4;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;3;4;3;-1;3;3;4;2;1;2;4;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1978;45;[NA] nicht beantwortet;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;3;Bin sehr neugierig ChatGPT mal auszuprobieren;2023-04-24T15:00:53Z;261;TRUE
396;3 Nichtnutzung ChatGPT;10;5;120;Ich probiere neue Angebote sofort aus.;4;1;2;2;2;eher nicht profitieren;ja;3;3;4;3;Übersetzungen, Chat, Texte;2;1;2;2;4;2;2;3;2;4;3;ja;ja;12;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;2;4;5;3;4;1;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1967;56;10. Klasse;1;1;2;1;1;1;Soziales, Pflege, Medizin;2;Mir macht das Angst;2023-04-24T15:01:18Z;391;TRUE
397;3 Nichtnutzung ChatGPT;4;4;120;Ich probiere neue Angebote eher schnell aus.;4;4;4;4;4;eher profitieren;ja;3;3;4;2;Chat gbt;1;1;2;1;4;3;1;2;2;3;4;ja;ja;1;von Personen im privaten Umfeld;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;-1;4;1;2;1;1;1;-1;1;1;-1;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1965;58;(Fach-) Abitur;1;1;1;2;1;1;Hausarbeit;3;NA;2023-04-24T15:01:57Z;283;TRUE
398;4 Nutzung ChatGPT;3;2;70;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;4;4;3;eher profitieren;ja;2;5;2;4;NA;1;2;3;1;4;3;1;3;3;4;4;ja;nein;NA;NA;ja, aber erst später;2;allein;selbst ausprobiert;eher enttäuschend;2;3;Kurze Fragestellungen beantworten lassen<br>;2;2;-1;4;4;3;3;3;2;1;1;2;2;3;4;5;4;3;4;3;4;3;weiblich;1991;32;(Fach-) Abitur;1;1;1;1;2;1;IT, Informatik, EDV;3;NA;2023-04-24T15:02:36Z;353;TRUE
399;4 Nutzung ChatGPT;2;2;45;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;3;3;3;3;3;eher nicht profitieren;ja;5;5;5;5;Chat GPT;1;1;3;1;4;2;1;2;4;3;-1;ja;nein;NA;NA;ja, aber erst später;4;allein;selbst ausprobiert;unbestimmt;1;1;NA;2;1;-1;1;-1;-1;4;-1;3;-1;1;1;1;1;-1;-1;4;-1;-1;2;-1;-1;männlich;1997;26;(Fach-) Abitur;1;1;1;1;2;1;Ich befinde mich noch in einer Ausbildung.;1;NA;2023-04-24T15:03:53Z;467;TRUE
400;4 Nutzung ChatGPT;5;3;180;Ich probiere neue Angebote eher schnell aus.;4;4;4;4;2;eher profitieren;ja;4;4;4;3;Chatbot;1;1;3;2;4;2;2;2;2;3;3;ja;ja;8;von Personen im privaten Umfeld;ja, aber erst später;4;privat mit anderen;selbst ausprobiert;sehr überzeugend;3;1;Berichte schreiben;3;1;4;3;4;4;1;3;-1;3;2;2;2;-1;5;5;5;5;5;5;5;5;weiblich;1964;59;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;3;NA;2023-04-24T15:04:07Z;421;TRUE
401;1 Unkenntnis KI;1;1;50;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;1;3;3;3;3;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1960;63;9. Klasse;1;1;2;1;1;1;Gastronomie, Freizeit, Kultur;1;Nein danke;2023-04-24T15:04:12Z;153;TRUE
402;1 Unkenntnis KI;3;3;60;Ich probiere neue Angebote sofort aus.;3;3;3;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1974;49;9. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;2;nein;2023-04-24T15:04:27Z;66;TRUE
403;1 Unkenntnis KI;7;7;30;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;1;1;1;1;1;sicher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1991;32;9. Klasse;1;1;2;1;1;1;Verkehr, Logistik, Sicherheit;3;NA;2023-04-24T15:05:19Z;206;TRUE
404;4 Nutzung ChatGPT;2;2;60;Ich probiere neue Angebote eher schnell aus.;4;2;4;3;3;eher profitieren;ja;-9;-9;-9;-9;"Bard; ChatGPT: New Bing; Bing Images";3;3;4;3;3;2;2;2;3;3;3;ja;ja;15;aus Internetforen und Plattformen;ja, direkt nachdem ich davon gehört hatte;15;allein;selbst ausprobiert;eher überzeugend;3;1;Ich nutze es eher, um nicht allzulange mit Google suchen zu müssen, zum Beisüiel um leichtere Antworten schneller zu bekommen oder geeignete Dienste für mich zu finden. Für komplexere Probleme funktioniert es nicht sehr gut;3;1;4;2;4;5;4;2;2;2;2;1;2;1;5;3;5;4;5;3;5;4;weiblich;2005;18;10. Klasse;1;2;1;1;1;1;In einem anderen Bereich.;5;NA;2023-04-24T15:05:31Z;492;TRUE
405;4 Nutzung ChatGPT;8;8;300;Ich probiere neue Angebote eher schnell aus.;4;2;3;4;4;eher profitieren;ja;1;1;1;2;ChatGPT, Whisper, Midjourney, DALL-E, Aleph Alpha;3;2;4;1;3;2;2;2;4;4;4;ja;ja;12;aus Massenmedien (online oder offline);ja, aber erst später;8;allein;selbst ausprobiert;eher überzeugend;3;5;Überschriften, Ideen sammeln, Social Media Posts, Storyboards;3;3;3;3;4;4;4;5;5;2;2;4;5;2;4;4;5;4;4;5;5;4;weiblich;1971;52;(Fach-) Abitur;1;1;1;1;2;1;In einem anderen Bereich.;2;NA;2023-04-24T15:06:03Z;338;TRUE
406;4 Nutzung ChatGPT;4;3;360;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;5;2;3;5;4;eher profitieren;ja;3;3;2;1;"Chat gpt ; google AI";3;3;4;2;4;3;2;4;3;4;4;ja;ja;12;von Personen im privaten Umfeld;ja, aber erst später;10;privat mit anderen;selbst ausprobiert;sehr überzeugend;4;4;Fragen emails zu formulieren;3;3;5;3;5;4;3;2;2;3;2;2;2;4;5;4;5;5;5;4;5;5;weiblich;2000;23;(Fach-) Abitur;1;1;1;1;2;1;Soziales, Pflege, Medizin;2;NA;2023-04-24T15:06:44Z;434;TRUE
407;4 Nutzung ChatGPT;4;4;15;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;3;3;4;eher profitieren;ja;3;3;5;5;Chat GPT;2;2;3;2;4;2;2;3;2;2;3;ja;ja;8;aus Internetforen und Plattformen;ja, aber erst später;2;allein;selbst ausprobiert;eher überzeugend;2;1;Nichts bestimmtes, ich habe es nur getestet;2;1;3;-1;3;3;2;-1;-1;2;1;1;1;1;5;5;5;4;4;3;3;4;männlich;1969;54;9. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;1;NA;2023-04-24T15:08:44Z;489;TRUE
408;3 Nichtnutzung ChatGPT;4;4;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;2;1;4;2;3;sicher nicht profitieren;ja;3;3;5;5;ChatGPT;1;2;2;1;3;2;1;3;1;4;4;ja;nein;NA;NA;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;-1;1;-1;3;-1;-1;3;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1960;63;(Fach-) Abitur;1;1;1;2;1;1;IT, Informatik, EDV;2;NA;2023-04-24T15:09:53Z;269;TRUE
410;3 Nichtnutzung ChatGPT;2;2;30;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;4;3;3;3;eher nicht profitieren;ja;4;4;4;4;Facebook;2;2;2;2;3;2;2;3;2;3;3;ja;ja;4;aus Massenmedien (online oder offline);nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;4;3;3;3;3;4;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1960;63;9. Klasse;1;1;2;1;1;1;Verarbeitung, Produktion, Technik;1;Datenschutzerklärung<br>;2023-04-24T15:10:03Z;649;TRUE
411;1 Unkenntnis KI;4;4;120;Ich probiere neue Angebote eher schnell aus.;2;3;4;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1978;45;10. Klasse;1;1;2;1;1;1;Handel, Finanzen, Verwaltung;3;nein habe mich dafür zuwenig damit beschäftigt;2023-04-24T15:12:10Z;257;TRUE
412;1 Unkenntnis KI;2;0;5;Ich nutze neue Angebote erst, wenn ich nicht mehr anders kann.;4;2;2;4;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;weiblich;1961;62;10. Klasse;1;1;2;1;1;1;In einem anderen Bereich.;1;nein;2023-04-24T15:12:27Z;145;TRUE
415;1 Unkenntnis KI;4;3;60;Ich warte eher ab, bis sich die Angebote durchgesetzt haben.;4;3;2;3;3;eher nicht profitieren;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;männlich;1999;24;10. Klasse;1;2;1;1;1;1;Soziales, Pflege, Medizin;1;NA;2023-04-24T15:15:20Z;171;TRUE
416;4 Nutzung ChatGPT;6;6;15;Ich probiere neue Angebote eher schnell aus.;4;2;3;3;4;eher profitieren;ja;2;2;4;3;Chat gpt<br>;2;2;3;1;3;2;1;2;1;3;4;ja;ja;10;aus Massenmedien (online oder offline);ja, direkt nachdem ich davon gehört hatte;10;allein;selbst ausprobiert;[NA] nicht beantwortet;2;2;NA;2;1;4;1;2;3;4;4;4;3;1;1;1;1;2;2;4;2;2;2;3;2;männlich;1974;49;(Fach-) Abitur;1;1;2;1;1;1;Gastronomie, Freizeit, Kultur;3;NA;2023-04-24T15:16:36Z;367;TRUE
417;4 Nutzung ChatGPT;10;10;60;Ich probiere neue Angebote eher schnell aus.;4;3;3;4;3;sicher profitieren;ja;2;2;5;4;Chat GPT;3;2;3;2;4;4;2;4;4;4;4;ja;ja;12;aus Massenmedien (online oder offline);ja, aber erst später;8;allein;selbst ausprobiert;sehr überzeugend;2;2;Verfassen von Textblöcken für Konzertprogramme, nämlich zum Übergang von einer Musiknummer zu einer anderen. Schreiben des gesamten Szenarios und Aufteilen in semantische Themenblöcke.;3;1;4;4;3;4;3;4;4;2;1;1;2;2;4;4;5;4;4;4;4;4;männlich;1988;35;(Fach-) Abitur;1;1;1;1;2;1;Gastronomie, Freizeit, Kultur;2;NA;2023-04-24T15:17:57Z;514;TRUE
